# Table S2. List of the probable timing errors,,,,,,,,,,
# Station code,Pair ID,CC,dt residual (s),dt measurement (s),Correction for instrument change (s),Prediction from relative relocation (s),"""Timing quality"" of the earlier event","""Timing quality"" of the later event","""GSN timing"" of the earlier event","""GSN timing"" of the later event"
KZ.MKAR,2002040_2002161,0.993,0.0564,-2.263,0,-2.3194,N/A,N/A,N/A,N/A
KZ.MKAR,2002101_2008152,0.995,-0.0729,-1.724,0,-1.6512,N/A,N/A,N/A,N/A
KZ.MKAR,2002101_2011122,0.997,-0.2002,-2.422,0,-2.2218,N/A,N/A,N/A,N/A
KZ.MKAR,2002101_2011354,0.994,-0.0889,-4.614,0,-4.5251,N/A,N/A,N/A,N/A
KZ.MKAR,2002101_2014016,0.994,-0.0370,-3.025,0,-2.9880,N/A,N/A,N/A,N/A
KZ.MKAR,2002116_2009005,0.912,-0.1626,-3.173,0,-3.0105,N/A,N/A,N/A,N/A
KZ.MKAR,2002155_2014260,0.958,0.1257,-0.450,0,-0.5757,N/A,N/A,N/A,N/A
KZ.MKAR,2002171_2009281,0.990,-0.0365,-3.021,0,-2.9845,N/A,N/A,N/A,N/A
KZ.MKAR,2003137_2011141,0.963,0.1391,0.029,0,-0.1101,N/A,N/A,N/A,N/A
KZ.MKAR,2003149_2017154,0.964,-0.1100,-1.624,0,-1.5140,N/A,N/A,N/A,N/A
KZ.MKAR,2003185_2017186,0.909,-0.3057,-2.424,0,-2.1183,N/A,N/A,N/A,N/A
KZ.MKAR,2003196_2012054,0.963,-0.0778,-3.626,0,-3.5482,N/A,N/A,N/A,N/A
KZ.MKAR,2003242_2015255,0.940,-0.0788,-1.842,0,-1.7632,N/A,N/A,N/A,N/A
KZ.MKAR,2003268_2004086,0.984,-0.1736,1.186,0,1.3596,N/A,N/A,N/A,N/A
KZ.MKAR,2003284_2009066,0.977,0.0834,-1.609,0,-1.6924,N/A,N/A,N/A,N/A
KZ.MKAR,2003317_2016270,0.994,0.1925,-0.307,0,-0.4995,N/A,N/A,N/A,N/A
KZ.MKAR,2004028_2017030,0.996,-0.0526,3.534,0,3.5866,N/A,N/A,N/A,N/A
KZ.MKAR,2004032_2012281,0.982,-0.1237,4.178,0,4.3017,N/A,N/A,N/A,N/A
KZ.MKAR,2004046_2011289,0.949,-0.0805,-4.368,0,-4.2875,N/A,N/A,N/A,N/A
KZ.MKAR,2004133_2014275,0.964,-0.0674,0.654,0,0.7214,N/A,N/A,N/A,N/A
KZ.MKAR,2004140_2013027,0.993,-0.0626,-0.009,0,0.0536,N/A,N/A,N/A,N/A
KZ.MKAR,2004143_2009192,0.902,-0.0718,-0.208,0,-0.1362,N/A,N/A,N/A,N/A
KZ.MKAR,2004143_2012169,0.924,-0.1937,3.166,0,3.3597,N/A,N/A,N/A,N/A
KZ.MKAR,2004251_2014216,0.995,-0.0438,0.330,0,0.3738,N/A,N/A,N/A,N/A
KZ.MKAR,2004283_2009304,0.965,-0.1409,0.136,0,0.2769,N/A,N/A,N/A,N/A
KZ.MKAR,2004283_2015197,0.948,0.0439,4.045,0,4.0011,N/A,N/A,N/A,N/A
KZ.MKAR,2004361_2005029,0.993,-0.1700,-0.203,0,-0.0330,N/A,N/A,N/A,N/A
KZ.MKAR,2004361_2008065,0.987,-0.1695,-3.198,0,-3.0285,N/A,N/A,N/A,N/A
KZ.MKAR,2004361_2010272,0.990,-0.0954,-2.759,0,-2.6636,N/A,N/A,N/A,N/A
KZ.MKAR,2004362_2005029,0.979,-0.2232,3.298,0,3.5212,N/A,N/A,N/A,N/A
KZ.MKAR,2004364_2011022,0.927,0.0377,-1.583,0,-1.6207,N/A,N/A,N/A,N/A
KZ.MKAR,2004365_2005029,0.987,-0.1545,-0.200,0,-0.0455,N/A,N/A,N/A,N/A
KZ.MKAR,2004365_2005277,0.994,-0.0960,-2.328,0,-2.2320,N/A,N/A,N/A,N/A
KZ.MKAR,2005002_2005026,0.999,-0.1517,-0.041,0,0.1107,N/A,N/A,N/A,N/A
KZ.MKAR,2005029_2005277,0.981,0.0579,-2.129,0,-2.1869,N/A,N/A,N/A,N/A
KZ.MKAR,2005031_2009066,0.986,-0.0457,-1.364,0,-1.3183,N/A,N/A,N/A,N/A
KZ.MKAR,2005037_2005183,0.986,-0.1484,-0.538,0,-0.3896,N/A,N/A,N/A,N/A
KZ.MKAR,2005037_2008218,0.992,-0.0500,-0.353,0,-0.3030,N/A,N/A,N/A,N/A
KZ.MKAR,2005037_2012331,0.996,-0.0345,-2.325,0,-2.2905,N/A,N/A,N/A,N/A
KZ.MKAR,2005037_2015163,0.995,-0.2101,-2.726,0,-2.5159,N/A,N/A,N/A,N/A
KZ.MKAR,2005044_2005204,0.998,-0.2247,-0.320,0,-0.0953,N/A,N/A,N/A,N/A
KZ.MKAR,2005044_2010273,0.991,-0.0709,-0.833,0,-0.7621,N/A,N/A,N/A,N/A
KZ.MKAR,2005044_2015203,0.985,-0.0764,2.474,0,2.5504,N/A,N/A,N/A,N/A
KZ.MKAR,2005071_2007175,0.988,0.1032,3.561,0,3.4578,N/A,N/A,N/A,N/A
KZ.MKAR,2005071_2008129,0.990,0.1261,2.737,0,2.6109,N/A,N/A,N/A,N/A
KZ.MKAR,2005071_2009240,0.993,0.0494,0.832,0,0.7826,N/A,N/A,N/A,N/A
KZ.MKAR,2005071_2014216,0.986,0.1766,0.438,0,0.2614,N/A,N/A,N/A,N/A
KZ.MKAR,2005087_2006102,0.990,-0.3971,-1.314,0,-0.9169,N/A,N/A,N/A,N/A
KZ.MKAR,2005129_2005244,0.980,-0.1739,-0.006,0,0.1679,N/A,N/A,N/A,N/A
KZ.MKAR,2005129_2006343,0.996,-0.0729,-0.312,0,-0.2391,N/A,N/A,N/A,N/A
KZ.MKAR,2005129_2010272,0.999,-0.0989,-2.899,0,-2.8001,N/A,N/A,N/A,N/A
KZ.MKAR,2005129_2012232,0.993,-0.0635,-1.587,0,-1.5235,N/A,N/A,N/A,N/A
KZ.MKAR,2005129_2015189,0.988,-0.0612,-1.708,0,-1.6468,N/A,N/A,N/A,N/A
KZ.MKAR,2005171_2013307,0.953,-0.1183,1.380,0,1.4983,N/A,N/A,N/A,N/A
KZ.MKAR,2005183_2008218,0.995,0.1022,0.185,0,0.0828,N/A,N/A,N/A,N/A
KZ.MKAR,2005183_2015163,0.991,-0.0561,-2.187,0,-2.1309,N/A,N/A,N/A,N/A
KZ.MKAR,2005204_2010273,0.996,0.1531,-0.513,0,-0.6661,N/A,N/A,N/A,N/A
KZ.MKAR,2005204_2015203,0.990,0.1425,2.794,0,2.6515,N/A,N/A,N/A,N/A
KZ.MKAR,2005225_2011051,0.992,0.0480,-1.118,0,-1.1660,N/A,N/A,N/A,N/A
KZ.MKAR,2005244_2006075,1.000,0.0504,-2.739,0,-2.7894,N/A,N/A,N/A,N/A
KZ.MKAR,2005244_2006343,0.990,0.0979,-0.305,0,-0.4029,N/A,N/A,N/A,N/A
KZ.MKAR,2005244_2010272,0.980,0.0741,-2.892,0,-2.9661,N/A,N/A,N/A,N/A
KZ.MKAR,2005244_2015189,0.995,0.1136,-1.700,0,-1.8136,N/A,N/A,N/A,N/A
KZ.MKAR,2005254_2014357,0.984,-0.2784,-1.156,0,-0.8776,N/A,N/A,N/A,N/A
KZ.MKAR,2005316_2009206,0.996,-6.7290,-7.823,0,-1.0941,N/A,N/A,N/A,N/A
KZ.MKAR,2006038_2017030,0.984,-0.1185,-0.646,0,-0.5275,N/A,N/A,N/A,N/A
KZ.MKAR,2006057_2008005,0.980,-0.1742,-2.753,0,-2.5788,N/A,N/A,N/A,N/A
KZ.MKAR,2006075_2008065,0.987,-0.0494,-0.590,0,-0.5406,N/A,N/A,N/A,N/A
KZ.MKAR,2006075_2012315,0.974,-0.0893,-4.508,0,-4.4187,N/A,N/A,N/A,N/A
KZ.MKAR,2006075_2015189,0.995,0.0633,1.039,0,0.9757,N/A,N/A,N/A,N/A
KZ.MKAR,2006109_2013170,0.918,-0.0903,-4.390,0,-4.2997,N/A,N/A,N/A,N/A
KZ.MKAR,2006109_2017186,0.928,-0.2657,-4.145,0,-3.8793,N/A,N/A,N/A,N/A
KZ.MKAR,2006312_2008231,0.982,0.0769,0.018,0,-0.0589,N/A,N/A,N/A,N/A
KZ.MKAR,2006321_2015132,0.989,-0.0759,0.385,0,0.4609,N/A,N/A,N/A,N/A
KZ.MKAR,2007110_2011125,0.986,0.2961,-5.996,0,-6.2921,N/A,N/A,N/A,N/A
KZ.MKAR,2007110_2016206,0.982,-0.2813,-7.000,0,-6.7187,N/A,N/A,N/A,N/A
KZ.MKAR,2007110_2016270,0.989,0.3643,-0.027,0,-0.3913,N/A,N/A,N/A,N/A
KZ.MKAR,2007174_2014053,0.962,-0.0655,3.631,0,3.6965,N/A,N/A,N/A,N/A
KZ.MKAR,2007175_2009240,0.997,-0.0494,-2.727,0,-2.6776,N/A,N/A,N/A,N/A
KZ.MKAR,2007175_2010352,0.998,-0.0972,-3.115,0,-3.0178,N/A,N/A,N/A,N/A
KZ.MKAR,2007175_2016353,0.990,-0.1195,-2.616,0,-2.4965,N/A,N/A,N/A,N/A
KZ.MKAR,2007220_2013064,0.992,-0.1421,-0.671,0,-0.5289,N/A,N/A,N/A,N/A
KZ.MKAR,2007234_2014116,0.985,-0.1647,1.729,0,1.8937,N/A,N/A,N/A,N/A
KZ.MKAR,2007255_2007335,0.976,0.0918,0.285,0,0.1932,N/A,N/A,N/A,N/A
KZ.MKAR,2007256_2008206,0.997,-0.0483,-4.319,0,-4.2707,N/A,N/A,N/A,N/A
KZ.MKAR,2007256_2008300,0.973,-0.0460,-1.590,0,-1.5440,N/A,N/A,N/A,N/A
KZ.MKAR,2007257_2008091,0.993,0.0489,-1.650,0,-1.6989,N/A,N/A,N/A,N/A
KZ.MKAR,2007257_2009317,0.977,0.0614,1.603,0,1.5416,N/A,N/A,N/A,N/A
KZ.MKAR,2007263_2007358a,0.961,-0.0447,0.495,0,0.5397,N/A,N/A,N/A,N/A
KZ.MKAR,2007278_2012088,0.998,-0.0626,2.798,0,2.8606,N/A,N/A,N/A,N/A
KZ.MKAR,2007326_2013010,0.978,0.5838,2.216,0,1.6322,N/A,N/A,N/A,N/A
KZ.MKAR,2007331_2013162,0.998,0.0880,0.409,0,0.3210,N/A,N/A,N/A,N/A
KZ.MKAR,2008005_2012157,0.981,0.0625,0.207,0,0.1445,N/A,N/A,N/A,N/A
KZ.MKAR,2008006_2013234,0.995,-0.1617,-4.332,0,-4.1704,N/A,N/A,N/A,N/A
KZ.MKAR,2008019_2011238,0.980,0.0493,0.181,0,0.1317,N/A,N/A,N/A,N/A
KZ.MKAR,2008059_2012306,0.956,-0.0798,-0.131,0,-0.0512,N/A,N/A,N/A,N/A
KZ.MKAR,2008065_2010272,0.998,0.0748,0.439,0,0.3642,N/A,N/A,N/A,N/A
KZ.MKAR,2008065_2012232,0.995,0.1109,1.750,0,1.6391,N/A,N/A,N/A,N/A
KZ.MKAR,2008067_2016209,0.996,0.1619,0.163,0,0.0011,N/A,N/A,N/A,N/A
KZ.MKAR,2008122_2011056,0.991,-0.0508,0.458,0,0.5088,N/A,N/A,N/A,N/A
KZ.MKAR,2008124_2013044,0.996,-0.0332,-0.740,0,-0.7068,N/A,N/A,N/A,N/A
KZ.MKAR,2008129_2009240,0.999,-0.0761,-1.904,0,-1.8279,N/A,N/A,N/A,N/A
KZ.MKAR,2008129_2010352,0.998,-0.1215,-2.291,0,-2.1695,N/A,N/A,N/A,N/A
KZ.MKAR,2008129_2011080,0.986,0.1248,-0.573,0,-0.6978,N/A,N/A,N/A,N/A
KZ.MKAR,2008129_2011148,0.985,0.1535,-0.626,0,-0.7795,N/A,N/A,N/A,N/A
KZ.MKAR,2008129_2016353,0.992,-0.1500,-1.792,0,-1.6420,N/A,N/A,N/A,N/A
KZ.MKAR,2008152_2011122,0.995,-0.1282,-0.697,0,-0.5688,N/A,N/A,N/A,N/A
KZ.MKAR,2008152_2014016,0.999,0.0389,-1.301,0,-1.3399,N/A,N/A,N/A,N/A
KZ.MKAR,2008176_2011170,0.965,0.1864,-0.633,0,-0.8194,N/A,N/A,N/A,N/A
KZ.MKAR,2008191_2012060,0.998,-0.1090,-3.843,0,-3.7340,N/A,N/A,N/A,N/A
KZ.MKAR,2008192_2011289,0.913,-0.0835,-2.164,0,-2.0805,N/A,N/A,N/A,N/A
KZ.MKAR,2008218_2015163,0.994,-0.1504,-2.373,0,-2.2227,N/A,N/A,N/A,N/A
KZ.MKAR,2008231_2017126,0.970,-0.2862,0.153,0,0.4392,N/A,N/A,N/A,N/A
KZ.MKAR,2008235_2015218,0.994,-0.3547,-0.929,0,-0.5743,N/A,N/A,N/A,N/A
KZ.MKAR,2008310_2017139,0.967,-0.0416,1.528,0,1.5696,N/A,N/A,N/A,N/A
KZ.MKAR,2009054_2016245,0.977,-0.2573,-1.120,0,-0.8627,N/A,N/A,N/A,N/A
KZ.MKAR,2009192_2012169,0.956,-0.1153,3.378,0,3.4933,N/A,N/A,N/A,N/A
KZ.MKAR,2009206_2012223,0.997,6.8177,10.763,0,3.9453,N/A,N/A,N/A,N/A
KZ.MKAR,2009240_2010352,0.998,-0.0487,-0.388,0,-0.3393,N/A,N/A,N/A,N/A
KZ.MKAR,2009240_2016353,0.996,-0.0807,0.111,0,0.1917,N/A,N/A,N/A,N/A
KZ.MKAR,2009247_2017312,0.998,-0.0609,1.865,0,1.9259,N/A,N/A,N/A,N/A
KZ.MKAR,2009288_2012060,0.993,0.8368,-4.420,0,-5.2568,N/A,N/A,N/A,N/A
KZ.MKAR,2009342_2014136,0.984,-0.2912,1.563,0,1.8542,N/A,N/A,N/A,N/A
KZ.MKAR,2010028_2015132,0.990,-0.0613,1.473,0,1.5343,N/A,N/A,N/A,N/A
KZ.MKAR,2010070_2011206,0.983,-0.0929,0.745,0,0.8379,N/A,N/A,N/A,N/A
KZ.MKAR,2010078_2015198,0.970,-0.0955,-2.890,0,-2.7945,N/A,N/A,N/A,N/A
KZ.MKAR,2010194_2013323,0.980,-0.0683,3.709,0,3.7773,N/A,N/A,N/A,N/A
KZ.MKAR,2010271_2016123,0.961,-0.0692,-0.735,0,-0.6658,N/A,N/A,N/A,N/A
KZ.MKAR,2010272_2012232,0.993,0.0361,1.312,0,1.2759,N/A,N/A,N/A,N/A
KZ.MKAR,2010352_2014216,0.974,0.1650,-0.005,0,-0.1700,N/A,N/A,N/A,N/A
KZ.MKAR,2010352_2016353,0.993,-0.0589,0.499,0,0.5579,N/A,N/A,N/A,N/A
KZ.MKAR,2010357_2013119,0.953,-0.0405,-1.105,0,-1.0645,N/A,N/A,N/A,N/A
KZ.MKAR,2011059_2017127,0.979,0.0500,0.896,0,0.8460,N/A,N/A,N/A,N/A
KZ.MKAR,2011119_2011205,0.977,0.0800,0.251,0,0.1710,N/A,N/A,N/A,N/A
KZ.MKAR,2011122_2011354,0.998,0.1100,-2.191,0,-2.3010,N/A,N/A,N/A,N/A
KZ.MKAR,2011122_2014016,0.995,0.1676,-0.604,0,-0.7716,N/A,N/A,N/A,N/A
KZ.MKAR,2011141_2017050,0.983,-0.1196,-1.695,0,-1.5754,N/A,N/A,N/A,N/A
KZ.MKAR,2011326_2014043,0.981,-0.0486,-0.893,0,-0.8444,N/A,N/A,N/A,N/A
KZ.MKAR,2011354_2014016,0.989,0.0566,1.588,0,1.5314,N/A,N/A,N/A,N/A
KZ.MKAR,2012023_2014039,0.986,0.1002,1.670,0,1.5698,N/A,N/A,N/A,N/A
KZ.MKAR,2012023_2015135,0.994,0.0992,3.571,0,3.4718,N/A,N/A,N/A,N/A
KZ.MKAR,2012141_2015162,0.969,0.0692,0.022,0,-0.0472,N/A,N/A,N/A,N/A
KZ.MKAR,2012326_2013329,0.991,0.0318,-1.528,0,-1.5598,N/A,N/A,N/A,N/A
KZ.MKAR,2012331_2015163,0.993,-0.1767,-0.400,0,-0.2233,N/A,N/A,N/A,N/A
KZ.MKAR,2013010_2014038,0.998,-0.1753,-0.394,0,-0.2187,N/A,N/A,N/A,N/A
KZ.MKAR,2013170_2017186,0.903,-0.1757,0.245,0,0.4207,N/A,N/A,N/A,N/A
KZ.MKAR,2014102_2014116,0.992,-0.1517,-3.424,0,-3.2723,N/A,N/A,N/A,N/A
KZ.PDG,1999040_2004254,0.997,-0.0478,-0.977,0,-0.9292,N/A,N/A,N/A,N/A
KZ.PDG,1999115_2008067,0.999,-0.1460,1.917,0,2.0630,N/A,N/A,N/A,N/A
KZ.PDG,1999150_2006214,0.989,-0.1521,0.834,0,0.9861,N/A,N/A,N/A,N/A
KZ.PDG,2000081_2002013,0.969,0.0339,2.928,-0.03,2.9241,N/A,N/A,N/A,N/A
KZ.PDG,2001111_2008006,0.984,-0.1502,4.732,0.03,4.8522,N/A,N/A,N/A,N/A
KZ.PDG,2002048_2007199,0.962,-0.1790,-1.054,0.03,-0.9050,N/A,N/A,N/A,N/A
KZ.PDG,2003268_2004086,0.987,0.0346,1.395,0,1.3604,N/A,N/A,N/A,N/A
KZ.PDG,2003284_2009066,0.993,0.0649,-1.626,0,-1.6910,N/A,N/A,N/A,N/A
KZ.PDG,2004361_2005029,0.989,-0.1070,-0.140,0,-0.0330,N/A,N/A,N/A,N/A
KZ.PDG,2004361_2008065,0.987,-0.1118,-3.140,0,-3.0282,N/A,N/A,N/A,N/A
KZ.PDG,2004362_2005029,0.960,-0.1149,3.407,0,3.5219,N/A,N/A,N/A,N/A
KZ.PDG,2004365_2005029,0.987,-0.1066,-0.152,0,-0.0454,N/A,N/A,N/A,N/A
KZ.PDG,2004366_2005129,0.998,0.0715,-2.813,0,-2.8845,N/A,N/A,N/A,N/A
KZ.PDG,2005002_2005026,0.984,-0.3147,-0.204,0,0.1107,N/A,N/A,N/A,N/A
KZ.PDG,2005031_2009066,0.994,0.0510,-1.267,0,-1.3180,N/A,N/A,N/A,N/A
KZ.PDG,2005129_2005244,0.984,-0.0988,0.069,0,0.1678,N/A,N/A,N/A,N/A
KZ.PDG,2005129_2006343,0.997,-0.0746,-0.314,0,-0.2394,N/A,N/A,N/A,N/A
KZ.PDG,2005244_2006075,0.999,0.4525,-2.337,0,-2.7895,N/A,N/A,N/A,N/A
KZ.PDG,2006075_2008065,0.990,-0.4877,-1.029,0,-0.5413,N/A,N/A,N/A,N/A
KZ.PDG,2006225_2007175,0.995,-0.0394,0.103,0,0.1424,N/A,N/A,N/A,N/A
KZ.PDG,2006247_2008006,0.993,-0.0772,-2.964,0,-2.8868,N/A,N/A,N/A,N/A
KZ.PDG,2006347_2008063,0.977,-0.0794,-0.567,0,-0.4876,N/A,N/A,N/A,N/A
KZ.PDG,2007255_2007335,0.976,-0.0549,0.136,0,0.1909,N/A,N/A,N/A,N/A
KZ.PDG,2007257_2008091,0.992,-0.1839,-1.883,0,-1.6991,N/A,N/A,N/A,N/A
KZ.PDG,2007263_2007358a,0.983,-0.1852,0.354,0,0.5392,N/A,N/A,N/A,N/A
KZ.TLG,1995001_1996177,0.991,-0.3860,-0.213,0,0.1730,N/A,N/A,N/A,N/A
KZ.TLG,1996177_2002101,0.992,0.4011,1.466,0,1.0649,N/A,N/A,N/A,N/A
KZ.TLG,1997327_2000156,0.945,-1.8270,-1.916,0,-0.0890,N/A,N/A,N/A,N/A
KZ.TLG,1998231_2002040,0.943,-0.2621,3.334,0,3.5961,N/A,N/A,N/A,N/A
KZ.TLG,2000081_2002013,0.971,0.7837,3.708,0,2.9243,N/A,N/A,N/A,N/A
KZ.TLG,2000161_2001045,0.991,2.4368,2.532,0,0.0952,N/A,N/A,N/A,N/A
KZ.TLG,2002040_2002161,0.986,0.0954,-2.224,0,-2.3194,N/A,N/A,N/A,N/A
KZ.VOS,1996088_2009194,0.988,-0.1080,-0.869,0,-0.7610,N/A,N/A,N/A,N/A
KZ.VOS,1997170_2007265,0.964,-0.0340,-2.639,0,-2.6050,N/A,N/A,N/A,N/A
KZ.VOS,1998113_2006198,0.954,-0.0308,-2.572,0,-2.5412,N/A,N/A,N/A,N/A
KZ.VOS,1998281_2009304,0.991,-0.1455,-4.613,0,-4.4675,N/A,N/A,N/A,N/A
KZ.VOS,1999026_2003185,0.963,0.0317,0.017,0,-0.0147,N/A,N/A,N/A,N/A
KZ.VOS,1999232_2011194,0.945,-0.0332,1.737,0,1.7702,N/A,N/A,N/A,N/A
KZ.VOS,2000278_2006013,0.922,-0.0342,2.141,0,2.1752,N/A,N/A,N/A,N/A
KZ.VOS,2001007_2009212,0.982,-0.0911,1.404,0,1.4951,N/A,N/A,N/A,N/A
KZ.VOS,2001047_2008292,0.992,-0.1686,-6.852,0,-6.6834,N/A,N/A,N/A,N/A
KZ.VOS,2002052_2007348,0.953,-0.0786,-1.557,0,-1.4784,N/A,N/A,N/A,N/A
KZ.VOS,2002116_2009005,0.969,-0.1553,-3.166,0,-3.0107,N/A,N/A,N/A,N/A
KZ.VOS,2003268_2004086,0.994,-0.4792,0.877,0,1.3562,N/A,N/A,N/A,N/A
KZ.VOS,2004247_2009065,0.936,-0.0620,0.956,0,1.0180,N/A,N/A,N/A,N/A
KZ.VOS,2004283_2009304,0.964,-0.1308,0.145,0,0.2758,N/A,N/A,N/A,N/A
KZ.VOS,2004361_2010272,0.987,-0.1205,-2.785,0,-2.6645,N/A,N/A,N/A,N/A
KZ.VOS,2004364_2011022,0.958,-0.0451,-1.668,0,-1.6229,N/A,N/A,N/A,N/A
KZ.VOS,2004366_2010272,0.997,-0.1198,-5.805,0,-5.6852,N/A,N/A,N/A,N/A
KZ.VOS,2004366_2010273,0.991,-0.1021,-0.807,0,-0.7049,N/A,N/A,N/A,N/A
KZ.VOS,2005002_2005026,0.998,0.9885,1.099,0,0.1105,N/A,N/A,N/A,N/A
KZ.VOS,2005037_2008218,0.986,-0.0405,-0.345,0,-0.3045,N/A,N/A,N/A,N/A
KZ.VOS,2005044_2010273,0.992,-0.0984,-0.860,0,-0.7616,N/A,N/A,N/A,N/A
KZ.VOS,2005071_2009240,0.993,-0.1793,0.603,0,0.7823,N/A,N/A,N/A,N/A
KZ.VOS,2005071_2010352,0.989,-0.1730,0.269,0,0.4420,N/A,N/A,N/A,N/A
KZ.VOS,2005129_2010272,0.999,-0.1206,-2.921,0,-2.8004,N/A,N/A,N/A,N/A
KZ.VOS,2005183_2008218,0.990,-0.0361,0.048,0,0.0841,N/A,N/A,N/A,N/A
KZ.VOS,2005204_2010273,0.996,-0.0988,-0.764,0,-0.6652,N/A,N/A,N/A,N/A
KZ.VOS,2005244_2010272,0.982,-0.1168,-3.085,0,-2.9682,N/A,N/A,N/A,N/A
KZ.VOS,2005316_2009206,0.995,-0.1285,-1.223,0,-1.0945,N/A,N/A,N/A,N/A
KZ.VOS,2006225_2009240,0.997,-0.1779,-2.713,0,-2.5351,N/A,N/A,N/A,N/A
KZ.VOS,2006225_2010352,0.995,-0.1697,-3.047,0,-2.8773,N/A,N/A,N/A,N/A
KZ.VOS,2006259_2010273,0.999,-0.0992,-0.403,0,-0.3038,N/A,N/A,N/A,N/A
KZ.VOS,2006321_2010028,0.972,-0.0368,-1.100,0,-1.0633,N/A,N/A,N/A,N/A
KZ.VOS,2006343_2010272,0.997,-0.1220,-2.684,0,-2.5620,N/A,N/A,N/A,N/A
KZ.VOS,2007175_2009240,0.997,-0.1784,-2.857,0,-2.6787,N/A,N/A,N/A,N/A
KZ.VOS,2007175_2010352,0.998,-0.1724,-3.191,0,-3.0186,N/A,N/A,N/A,N/A
KZ.VOS,2007256_2008206,0.981,0.0507,-4.220,0,-4.2707,N/A,N/A,N/A,N/A
KZ.VOS,2008065_2010272,0.998,-0.1119,0.252,0,0.3639,N/A,N/A,N/A,N/A
KZ.VOS,2008122_2011056,0.986,-0.0724,0.437,0,0.5094,N/A,N/A,N/A,N/A
KZ.VOS,2008129_2009240,0.999,-0.1829,-2.011,0,-1.8281,N/A,N/A,N/A,N/A
KZ.VOS,2008129_2010352,0.999,-0.1752,-2.345,0,-2.1698,N/A,N/A,N/A,N/A
KZ.ZRN,1994277_1994279,0.957,0.2427,-0.833,0,-1.0757,N/A,N/A,N/A,N/A
KZ.ZRN,1995001_1996177,0.998,3.9278,4.102,0,0.1742,N/A,N/A,N/A,N/A
KZ.ZRN,1995005_2009174,0.987,4.0108,2.282,0,-1.7288,N/A,N/A,N/A,N/A
KZ.ZRNK,2000055_2002233,0.989,-0.0422,1.901,0,1.9432,N/A,N/A,N/A,N/A
KZ.ZRNK,2000216_2010271,0.976,-0.0320,1.495,0,1.5271,N/A,N/A,N/A,N/A
KZ.ZRNK,2002116_2009005,0.980,-0.0593,-3.070,0,-3.0107,N/A,N/A,N/A,N/A
KZ.ZRNK,2003284_2009066,0.991,-0.1243,-1.819,0,-1.6947,N/A,N/A,N/A,N/A
KZ.ZRNK,2004247_2009065,0.912,-0.0740,0.944,0,1.0181,N/A,N/A,N/A,N/A
KZ.ZRNK,2004251_2011019,0.974,-0.0387,3.107,0,3.1457,N/A,N/A,N/A,N/A
KZ.ZRNK,2004361_2010272,0.973,-0.1024,-2.767,0,-2.6647,N/A,N/A,N/A,N/A
KZ.ZRNK,2004364_2011022,0.963,-0.0738,-1.697,0,-1.6232,N/A,N/A,N/A,N/A
KZ.ZRNK,2004366_2010272,0.997,-0.0937,-5.779,0,-5.6853,N/A,N/A,N/A,N/A
KZ.ZRNK,2004366_2010273,0.990,-0.0752,-0.780,0,-0.7048,N/A,N/A,N/A,N/A
KZ.ZRNK,2005031_2009066,0.994,-0.1242,-1.443,0,-1.3188,N/A,N/A,N/A,N/A
KZ.ZRNK,2005037_2008218,0.988,-0.0972,-0.402,0,-0.3048,N/A,N/A,N/A,N/A
KZ.ZRNK,2005044_2010273,0.993,-0.0724,-0.834,0,-0.7616,N/A,N/A,N/A,N/A
KZ.ZRNK,2005071_2010352,0.992,-0.0500,0.392,0,0.4420,N/A,N/A,N/A,N/A
KZ.ZRNK,2005116_2005225,0.984,0.0559,-1.275,0,-1.3309,N/A,N/A,N/A,N/A
KZ.ZRNK,2005129_2010272,0.999,-0.0956,-2.896,0,-2.8004,N/A,N/A,N/A,N/A
KZ.ZRNK,2005183_2008218,0.993,-0.0923,-0.008,0,0.0843,N/A,N/A,N/A,N/A
KZ.ZRNK,2005204_2010273,0.996,-0.0719,-0.737,0,-0.6651,N/A,N/A,N/A,N/A
KZ.ZRNK,2005244_2010272,0.988,-0.0904,-3.059,0,-2.9686,N/A,N/A,N/A,N/A
KZ.ZRNK,2006259_2010273,0.998,-0.0703,-0.374,0,-0.3037,N/A,N/A,N/A,N/A
KZ.ZRNK,2006343_2010272,0.997,-0.0989,-2.661,0,-2.5621,N/A,N/A,N/A,N/A
KZ.ZRNK,2007358_2011062a,0.991,-0.0481,1.162,0,1.2101,N/A,N/A,N/A,N/A
KZ.ZRNK,2008065_2010272,0.998,-0.1008,0.263,0,0.3638,N/A,N/A,N/A,N/A
LB.DAC,2000338_2013111,0.987,2.0748,0.929,0,-1.1458,N/A,33.1786,N/A,N/A
LB.DAC,2001033_2013165,0.964,2.1470,2.917,0,0.7700,N/A,33.586,N/A,N/A
LB.DAC,2011326_2014043,0.941,2.8562,2.013,0,-0.8432,88.0712,33.7782,N/A,N/A
LD.PAL,1993309_2004130,0.983,-0.4053,-2.564,0,-2.1587,5,N/A,N/A,N/A
LD.SDMD,2003183_2008055,0.952,1.0034,3.220,0,2.2166,N/A,N/A,N/A,N/A
MN.AQU,1991262_2011260,0.966,0.0395,-4.792,0,-4.8315,N/A,63.0122,N/A,N/A
MN.AQU,1993046_1998134,0.951,1.4730,2.245,0,0.7720,N/A,94.8738,N/A,N/A
MN.AQU,1993096_2001254,0.909,-0.4634,1.259,0,1.7224,N/A,47.0238,N/A,N/A
