# Table S1. Information of the strong repeating earthquakes used in this study,,,,,,,,,,
# Pair ID,aRelative relocation,,,,Information of the repeating events,,,,,,Horizontal seperation (m),Azimuth (°) ,bVertical seperationb (m),cOrigin time correction (s),Date ,Time,Latitude (°),Longitude (°),Depth (km),Magnitude
,,,,,2009/07/05,10:35:50.900,12.850,-88.497,62.1,5.0
1998229_2010223,364,74,-416,-2.8610 ,1998/08/17,12:43:39.840,-7.580,107.199,76.6,5.4
,,,,,2010/08/11,19:10:21.430,-7.495,107.058,37.4,5.3
1998231_2002040,348,163,379,-3.6442 ,1998/08/19,06:55:11.050,-3.998,151.580,33.0,5.2
,,,,,2002/02/09,22:50:47.810,-3.734,151.305,10.0,5.3
1998263_2015188,315,195,-43,-4.8579 ,1998/09/20,06:30:46.630,-35.630,-179.844,52.9,5.5
,,,,,2015/07/07,05:35:14.530,-35.425,-179.621,10.0,5.6
1998281_2004283,190,288,-271,4.7652 ,1998/10/08,21:23:27.030,-4.877,103.104,33.0,5.2
,,,,,2004/10/09,08:17:07.370,-4.885,103.100,61.9,5.0
1998281_2009304,341,133,-266,4.5147 ,1998/10/08,21:23:27.030,-4.877,103.104,33.0,5.2
,,,,,2009/10/31,22:50:03.660,-5.003,102.979,67.5,5.0
1998289_2010263,87,360,10,1.2799 ,1998/10/16,07:26:46.890,-33.769,-72.214,33.0,5.0
,,,,,2010/09/20,05:42:56.690,-33.643,-71.928,30.4,5.1
1998301_2010328,233,197,254,1.7452 ,1998/10/28,21:39:52.970,11.985,143.528,33.0,5.4
,,,,,2010/11/24,11:59:40.610,11.966,143.576,35.0,5.2
1998341_2008215,123,133,27,3.0614 ,1998/12/07,09:01:18.050,29.289,130.332,42.3,5.2
,,,,,2008/08/02,04:03:27.700,29.355,130.284,54.7,5.1
1998341_2017012,170,217,-315,-1.8583 ,1998/12/07,15:53:29.550,-5.157,102.957,49.1,5.2
,,,,,2017/01/12,13:29:06.300,-5.267,102.724,22.9,5.5
1999026_2003185,167,345,-355,0.0573 ,1999/01/26,07:04:20.900,-21.100,-174.486,33.0,5.2
,,,,,2003/07/04,01:15:56.550,-20.962,-174.541,33.0,5.3
1999032_2010214,237,140,-269,3.3221 ,1999/02/01,16:35:31.140,-6.474,104.721,33.0,5.2
,,,,,2010/08/02,23:13:29.800,-6.498,104.618,41.7,5.4
1999040_2004254,100,324,2,0.9229 ,1999/02/09,00:19:37.140,42.328,142.983,59.1,5.1
,,,,,2004/09/10,04:22:10.110,42.392,142.954,51.8,5.0
1999040_2010014,113,185,75,1.6666 ,1999/02/09,00:19:37.140,42.328,142.983,59.1,5.1
,,,,,2010/01/14,18:46:25.100,42.338,142.991,60.1,5.0
1999051_2013357,83,267,225,0.6625 ,1999/02/20,10:50:12.750,35.380,142.094,33.0,5.3
,,,,,2013/12/23,09:25:12.290,35.503,142.302,17.4,5.1
